npc_id,query_index,utterance,submitted_at,received_at,elapsed_ms,ok,error,response_chars
squire_ren,26,What's the spring exam like?,1777936915.536765,1777936916.4296005,892.8349000052549,True,,260
squire_ren,27,Why do you mentor the initiates?,1777936916.429622,1777936917.1299772,700.3549000364728,True,,215
squire_ren,28,How did you come to be at St Damson's?,1777936917.1299984,1777936917.9047844,774.7857000213116,True,,217
squire_ren,29,What's the trouble on the Eastern Road?,1777936917.9048052,1777936918.7989783,894.172600004822,True,,305
squire_ren,30,What can you tell me about the neighbouring lands?,1777936918.7990038,1777936919.8804228,1081.418699992355,True,,344
squire_ren,31,Tell me about yourself.,1777936919.8804502,1777936920.7479374,867.4871000112034,True,,246
squire_ren,32,What's it like training squires?,1777936920.7479591,1777936921.6946766,946.7171999858692,True,,339
squire_ren,33,How are the roads around here?,1777936921.6946976,1777936922.3113039,616.6054999921471,True,,184
squire_ren,34,Tell me about the local fief.,1777936922.3113298,1777936923.1919324,880.601899989415,True,,234
squire_ren,35,Who's currently teaching at the institute?,1777936923.1919644,1777936924.0084512,816.4862999692559,True,,248
squire_ren,36,What's the spring exam like?,1777936924.0084746,1777936924.8568177,848.3423999859951,True,,244
squire_ren,37,Why do you mentor the initiates?,1777936924.8568442,1777936925.7446413,887.7962999977171,True,,262
squire_ren,38,How did you come to be at St Damson's?,1777936925.7446868,1777936926.6468132,902.1250000223517,True,,254
squire_ren,39,What's the trouble on the Eastern Road?,1777936926.6468425,1777936927.3299334,683.0886999960057,True,,186
squire_ren,40,What can you tell me about the neighbouring lands?,1777936927.3301055,1777936928.3296213,999.5144999702461,True,,281
squire_ren,41,Tell me about yourself.,1777936928.3296506,1777936929.099132,769.480700022541,True,,213
squire_ren,42,What's it like training squires?,1777936929.0992165,1777936929.8721392,772.921999974642,True,,172
squire_ren,43,How are the roads around here?,1777936929.872176,1777936930.6011434,728.966600028798,True,,203
squire_ren,44,Tell me about the local fief.,1777936930.6011777,1777936931.3648164,763.6382000055164,True,,164
squire_ren,45,Who's currently teaching at the institute?,1777936931.3648458,1777936932.2135053,848.6588000087067,True,,254
squire_ren,46,What's the spring exam like?,1777936932.213555,1777936933.2732887,1059.73300000187,True,,331
squire_ren,47,Why do you mentor the initiates?,1777936933.2733123,1777936934.0257626,752.4493000237271,True,,234
squire_ren,48,How did you come to be at St Damson's?,1777936934.0258133,1777936934.738991,713.1768999970518,True,,171
squire_ren,49,What's the trouble on the Eastern Road?,1777936934.7390203,1777936935.3914554,652.4346999940462,True,,177
squire_ren,50,What can you tell me about the neighbouring lands?,1777936935.3914788,1777936936.4448516,1053.3725999994203,True,,292
knight_instructor_marek,1,Tell me about yourself.,1777936936.4456692,1777936937.7571843,1311.513799999375,True,,231
knight_instructor_marek,2,What was your campaign service?,1777936937.7572215,1777936938.469253,712.0309000019915,True,,203
knight_instructor_marek,3,Tell me about the Knight-Commander.,1777936938.4692776,1777936939.0228534,553.5751999705099,True,,118
knight_instructor_marek,4,What was the Conclave of Stormhold?,1777936939.0228832,1777936939.7226834,699.7999000013806,True,,179
knight_instructor_marek,5,How do the orders relate to the Crown?,1777936939.7227077,1777936940.6493912,926.6827999963425,True,,287
knight_instructor_marek,6,What's the curriculum like?,1777936940.6494188,1777936941.5053074,855.888300051447,True,,257
knight_instructor_marek,7,Tell me about the caravan attacks.,1777936941.5053296,1777936942.2299874,724.6567999827676,True,,213
knight_instructor_marek,8,Who is currently in residence?,1777936942.2300317,1777936943.205013,974.9800999998115,True,,334
knight_instructor_marek,9,Why did you become an instructor?,1777936943.2050486,1777936944.1698456,964.7961999871768,True,,296
knight_instructor_marek,10,What is the relationship between the three orders?,1777936944.1698794,1777936945.061638,891.7581000132486,True,,266
knight_instructor_marek,11,Tell me about yourself.,1777936945.061658,1777936945.973283,911.6247000056319,True,,264
knight_instructor_marek,12,What was your campaign service?,1777936945.9733045,1777936946.6288342,655.5292999837548,True,,149
knight_instructor_marek,13,Tell me about the Knight-Commander.,1777936946.6288588,1777936947.1928363,563.9767000102438,True,,118
knight_instructor_marek,14,What was the Conclave of Stormhold?,1777936947.1928923,1777936948.0948164,901.9234000006691,True,,243
knight_instructor_marek,15,How do the orders relate to the Crown?,1777936948.0948436,1777936949.0247734,929.9292999785393,True,,292
knight_instructor_marek,16,What's the curriculum like?,1777936949.024797,1777936949.9428425,918.0445999954827,True,,281
knight_instructor_marek,17,Tell me about the caravan attacks.,1777936949.942881,1777936950.8596895,916.8077000067569,True,,287
knight_instructor_marek,18,Who is currently in residence?,1777936950.8597114,1777936951.4985883,638.8765000156127,True,,166
knight_instructor_marek,19,Why did you become an instructor?,1777936951.4986162,1777936952.4487593,950.1421999884769,True,,278
knight_instructor_marek,20,What is the relationship between the three orders?,1777936952.448818,1777936953.4146433,965.8245000173338,True,,315
knight_instructor_marek,21,Tell me about yourself.,1777936953.4146872,1777936954.3009446,886.2566000316292,True,,243
knight_instructor_marek,22,What was your campaign service?,1777936954.3009837,1777936954.8977642,596.7799000209197,True,,146
knight_instructor_marek,23,Tell me about the Knight-Commander.,1777936954.8977914,1777936955.5358624,638.070700049866,True,,155
knight_instructor_marek,24,What was the Conclave of Stormhold?,1777936955.5358884,1777936956.3618307,825.9419000241905,True,,220
knight_instructor_marek,25,How do the orders relate to the Crown?,1777936956.3618577,1777936957.1955316,833.6734999902546,True,,245
knight_instructor_marek,26,What's the curriculum like?,1777936957.195557,1777936958.172921,977.3629999835975,True,,312
knight_instructor_marek,27,Tell me about the caravan attacks.,1777936958.1729538,1777936958.762986,590.0316999759525,True,,161
knight_instructor_marek,28,Who is currently in residence?,1777936958.7630095,1777936959.3614538,598.4424999915063,True,,171
knight_instructor_marek,29,Why did you become an instructor?,1777936959.3614945,1777936960.1324108,770.9155999473296,True,,221
knight_instructor_marek,30,What is the relationship between the three orders?,1777936960.1324377,1777936961.0842755,951.8372999737039,True,,284
knight_instructor_marek,31,Tell me about yourself.,1777936961.0843022,1777936961.7602553,675.9525999659672,True,,168
knight_instructor_marek,32,What was your campaign service?,1777936961.7602787,1777936962.5256224,765.3428000048734,True,,197
knight_instructor_marek,33,Tell me about the Knight-Commander.,1777936962.5256598,1777936963.3547008,829.040199983865,True,,241
knight_instructor_marek,34,What was the Conclave of Stormhold?,1777936963.3547554,1777936964.1298277,775.0715999864042,True,,226
knight_instructor_marek,35,How do the orders relate to the Crown?,1777936964.1298847,1777936965.0386436,908.7587000103667,True,,288
knight_instructor_marek,36,What's the curriculum like?,1777936965.0386803,1777936966.054794,1016.1123999860138,True,,306
knight_instructor_marek,37,Tell me about the caravan attacks.,1777936966.0548701,1777936966.7782018,723.3301000087522,True,,218
knight_instructor_marek,38,Who is currently in residence?,1777936966.7782245,1777936967.5372827,759.0578999952413,True,,192
knight_instructor_marek,39,Why did you become an instructor?,1777936967.537304,1777936968.4072084,869.904300023336,True,,231
knight_instructor_marek,40,What is the relationship between the three orders?,1777936968.4072385,1777936969.322907,915.6681000022218,True,,296
knight_instructor_marek,41,Tell me about yourself.,1777936969.3229313,1777936969.9229696,600.037100026384,True,,145
knight_instructor_marek,42,What was your campaign service?,1777936969.92304,1777936970.582848,659.8073000204749,True,,159
knight_instructor_marek,43,Tell me about the Knight-Commander.,1777936970.5828774,1777936971.163552,580.6743000284769,True,,118
knight_instructor_marek,44,What was the Conclave of Stormhold?,1777936971.1635797,1777936971.8842614,720.6812999793328,True,,188
knight_instructor_marek,45,How do the orders relate to the Crown?,1777936971.884288,1777936972.8108008,926.5121999778785,True,,290
knight_instructor_marek,46,What's the curriculum like?,1777936972.8108258,1777936973.7303445,919.5174999767914,True,,274
knight_instructor_marek,47,Tell me about the caravan attacks.,1777936973.730382,1777936974.419948,689.5653000101447,True,,193
knight_instructor_marek,48,Who is currently in residence?,1777936974.4199905,1777936975.0882738,668.2823000010103,True,,179
knight_instructor_marek,49,Why did you become an instructor?,1777936975.088312,1777936975.967274,878.9615000132471,True,,271
knight_instructor_marek,50,What is the relationship between the three orders?,1777936975.9673078,1777936976.8121939,844.8851999710314,True,,233
